Iteration,birefringence active L2,birefringence active negative penalty
1,2.4866387844085693,0.0
2,2.477090835571289,0.0
3,2.4679629802703857,0.0
4,2.4581143856048584,0.0
5,2.44753360748291,0.0
6,2.436605930328369,0.0
7,2.4256789684295654,0.0
8,2.4151690006256104,0.0
9,2.4050843715667725,0.0
10,2.3951685428619385,0.0
11,2.384845018386841,0.0
12,2.3748939037323,0.0
13,2.365115165710449,0.0
14,2.355670213699341,0.0
15,2.3462748527526855,0.0
16,2.3372044563293457,0.0
17,2.3282389640808105,0.0
18,2.3197054862976074,0.0
19,2.311265707015991,0.0
20,2.3033535480499268,0.0
21,2.2955315113067627,0.0
22,2.2882699966430664,0.0
23,2.281055212020874,0.0
24,2.2743704319000244,0.0
25,2.267625331878662,0.0
26,2.2613868713378906,0.0
27,2.2550292015075684,0.0
28,2.24914288520813,0.0
29,2.243098497390747,0.0
30,2.237480640411377,0.0
31,2.2315518856048584,0.0
32,2.225893020629883,0.0
33,2.2199623584747314,0.0
34,2.214233636856079,0.0
35,2.208265781402588,0.0
36,2.2024624347686768,0.0
37,2.1964659690856934,0.0
38,2.1906332969665527,0.0
39,2.1847164630889893,0.0
40,2.178938627243042,0.0
41,2.1729514598846436,0.0
42,2.166952610015869,0.0
43,2.1607813835144043,0.0
44,2.1545653343200684,0.0
45,2.148228645324707,0.0
46,2.141819715499878,0.0
47,2.1353142261505127,0.0
48,2.1287450790405273,0.0
49,2.1221275329589844,0.0
50,2.1154093742370605,0.0
51,2.1086859703063965,0.0
52,2.1018872261047363,0.0
53,2.0950984954833984,0.0
54,2.0882644653320312,0.0
55,2.0814623832702637,0.0
56,2.0746893882751465,0.0
57,2.0679383277893066,0.0
58,2.061173439025879,0.0
59,2.0544650554656982,0.0
60,2.0477585792541504,0.0
61,2.0411226749420166,0.0
62,2.0345141887664795,0.0
63,2.027963876724243,0.0
64,2.021484375,0.0
65,2.015052080154419,0.0
66,2.0087170600891113,0.0
67,2.002413749694824,0.0
68,1.9962186813354492,0.0
69,1.9900625944137573,0.0
70,1.9840174913406372,0.0
71,1.9780385494232178,0.0
72,1.9721523523330688,0.0
73,1.9663589000701904,0.0
74,1.9606540203094482,0.0
75,1.955048680305481,0.0
76,1.9495339393615723,0.0
77,1.9441217184066772,0.0
78,1.9388149976730347,0.0
79,1.9336118698120117,0.0
80,1.9285119771957397,0.0
81,1.9235203266143799,0.0
82,1.9186351299285889,0.0
83,1.9138576984405518,0.0
84,1.9091911315917969,0.0
85,1.9046381711959839,0.0
86,1.9001916646957397,0.0
87,1.8958669900894165,0.0
88,1.8916643857955933,0.0
89,1.8875845670700073,0.0
90,1.883628010749817,0.0
91,1.8797940015792847,0.0
92,1.876082420349121,0.0
93,1.8724923133850098,0.0
94,1.8690227270126343,0.0
95,1.8656717538833618,0.0
96,1.8624387979507446,0.0
97,1.859321117401123,0.0
98,1.8563170433044434,0.0
99,1.853424072265625,0.0
100,1.850639820098877,0.0
101,1.8479615449905396,0.0
102,1.845386028289795,0.0
103,1.8416250944137573,0.0
104,1.8406448364257812,0.0
105,1.831221103668213,0.0
106,1.8287436962127686,0.0
107,1.816889762878418,0.0
108,1.8136394023895264,0.0
109,1.807106852531433,0.0
110,1.8042995929718018,0.0
111,1.8005082607269287,0.0
112,1.797424077987671,0.0
113,1.7943633794784546,0.0
114,1.790902853012085,0.0
115,1.7882205247879028,0.0
116,1.7847148180007935,0.0
117,1.7822571992874146,0.0
118,1.7791563272476196,0.0
119,1.7769558429718018,0.0
120,1.7743357419967651,0.0
121,1.7723569869995117,0.0
122,1.7701201438903809,0.0
123,1.768323302268982,0.0
124,1.7663735151290894,0.0
125,1.764711856842041,0.0
126,1.7629854679107666,0.0
127,1.7614645957946777,0.0
128,1.7599200010299683,0.0
129,1.7585281133651733,0.0
130,1.7571344375610352,0.0
131,1.7558571100234985,0.0
132,1.7545826435089111,0.0
133,1.7534042596817017,0.0
134,1.752234935760498,0.0
135,1.7511425018310547,0.0
136,1.750063419342041,0.0
137,1.7490507364273071,0.0
138,1.7480593919754028,0.0
139,1.747127890586853,0.0
140,1.7462214231491089,0.0
141,1.7453649044036865,0.0
142,1.74453866481781,0.0
143,1.7437541484832764,0.0
144,1.742997646331787,0.0
145,1.7422778606414795,0.0
146,1.7415828704833984,0.0
147,1.7409206628799438,0.0
148,1.74027419090271,0.0
149,1.739661693572998,0.0
150,1.7390717267990112,0.0
151,1.7385151386260986,0.0
152,1.7379810810089111,0.0
153,1.7374753952026367,0.0
154,1.736991047859192,0.0
155,1.7365317344665527,0.0
156,1.7360938787460327,0.0
157,1.735678791999817,0.0
158,1.7352827787399292,0.0
159,1.734906554222107,0.0
160,1.73454749584198,0.0
161,1.7342044115066528,0.0
162,1.7338752746582031,0.0
163,1.7335582971572876,0.0
164,1.7332508563995361,0.0
165,1.7329527139663696,0.0
166,1.7326616048812866,0.0
167,1.732378602027893,0.0
168,1.7321031093597412,0.0
169,1.731834053993225,0.0
170,1.7315731048583984,0.0
171,1.731318712234497,0.0
172,1.7310736179351807,0.0
173,1.7308380603790283,0.0
174,1.730613112449646,0.0
175,1.7304015159606934,0.0
176,1.7301968336105347,0.0
177,1.7300028800964355,0.0
178,1.7298129796981812,0.0
179,1.7296322584152222,0.0
180,1.7294583320617676,0.0
181,1.7292897701263428,0.0
182,1.7291275262832642,0.0
183,1.7289695739746094,0.0
184,1.7288180589675903,0.0
185,1.7286723852157593,0.0
186,1.7285336256027222,0.0
187,1.7284022569656372,0.0
188,1.7282824516296387,0.0
189,1.7281677722930908,0.0
190,1.7280563116073608,0.0
191,1.7279486656188965,0.0
192,1.727845311164856,0.0
193,1.7277469635009766,0.0
194,1.7276537418365479,0.0
195,1.7275668382644653,0.0
196,1.727486252784729,0.0
197,1.7274123430252075,0.0
198,1.7273465394973755,0.0
199,1.727289080619812,0.0
200,1.7272372245788574,0.0
201,1.7271926403045654,0.0
202,1.7271562814712524,0.0
203,1.7271299362182617,0.0
204,1.7271157503128052,0.0
205,1.7271116971969604,0.0
206,1.7271121740341187,0.0
207,1.727117657661438,0.0
208,1.7271264791488647,0.0
209,1.7271370887756348,0.0
210,1.7271490097045898,0.0
211,1.7271612882614136,0.0
212,1.7271728515625,0.0
213,1.7271842956542969,0.0
214,1.7271943092346191,0.0
215,1.7272026538848877,0.0
216,1.7272089719772339,0.0
217,1.7272131443023682,0.0
218,1.7272164821624756,0.0
219,1.7272177934646606,0.0
220,1.7272175550460815,0.0
221,1.7272166013717651,0.0
222,1.7272164821624756,0.0
223,1.7272160053253174,0.0
224,1.727217197418213,0.0
225,1.727221131324768,0.0
226,1.7272260189056396,0.0
227,1.7272305488586426,0.0
228,1.7272350788116455,0.0
229,1.7272402048110962,0.0
230,1.7272454500198364,0.0
231,1.727251410484314,0.0
232,1.727258563041687,0.0
233,1.72726571559906,0.0
234,1.727273941040039,0.0
235,1.727283239364624,0.0
236,1.727293610572815,0.0
237,1.7273058891296387,0.0
238,1.7273201942443848,0.0
239,1.7273362874984741,0.0
240,1.7273550033569336,0.0
241,1.7273757457733154,0.0
242,1.727399468421936,0.0
243,1.7274255752563477,0.0
244,1.7274552583694458,0.0
245,1.7274879217147827,0.0
246,1.727523922920227,0.0
247,1.7275636196136475,0.0
248,1.727607011795044,0.0
249,1.7276554107666016,0.0
250,1.7277100086212158,0.0
251,1.7277716398239136,0.0
252,1.7278342247009277,0.0
253,1.7278980016708374,0.0
254,1.7279622554779053,0.0
255,1.72802734375,0.0
256,1.7280930280685425,0.0
257,1.7281593084335327,0.0
258,1.728225827217102,0.0
259,1.728293538093567,0.0
260,1.728361964225769,0.0
261,1.728431224822998,0.0
262,1.7285016775131226,0.0
263,1.7285735607147217,0.0
264,1.728645920753479,0.0
265,1.7287189960479736,0.0
266,1.7287927865982056,0.0
267,1.7288674116134644,0.0
268,1.7289423942565918,0.0
269,1.7290180921554565,0.0
270,1.7290940284729004,0.0
271,1.7291702032089233,0.0
272,1.7292468547821045,0.0
273,1.729323387145996,0.0
274,1.729400396347046,0.0
275,1.7294772863388062,0.0
276,1.7295544147491455,0.0
277,1.7296313047409058,0.0
278,1.7297083139419556,0.0
279,1.7297852039337158,0.0
280,1.7298622131347656,0.0
281,1.7299387454986572,0.0
282,1.730015754699707,0.0
283,1.7300922870635986,0.0
284,1.7301690578460693,0.0
285,1.73024582862854,0.0
286,1.730322241783142,0.0
287,1.7303986549377441,0.0
288,1.7304749488830566,0.0
289,1.7305513620376587,0.0
290,1.7306275367736816,0.0
291,1.7307034730911255,0.0
292,1.7307792901992798,0.0
293,1.730854868888855,0.0
294,1.7309305667877197,0.0
295,1.7310056686401367,0.0
296,1.7310805320739746,0.0
